name;ts1;ts2;GT;LogSize;Rank GT+2x5s;Rank;VideoRank;time;ts;category;type;query;filter
vbs22-kis-v09;1654598788;1654599093;6908: 240-839 : 29.97003;10000;203;203;203;52;1654598840;TEXT;JointEmbedding;CLIP: collar man in suit in dark outside;
vbs22-kis-v09;1654598788;1654599093;6908: 240-839 : 29.97003;;;;;263;1654599051;BROWSING;RESET;;
vbs22-kis-v10;1654599321;1654599626;16004: 5634-5964 : 29.97003;10000;1391;1391;1391;31;1654599352;TEXT;JointEmbedding;Temporal CLIP: woman with wooden scarf > man with ring in nose snow;
vbs22-kis-v10;1654599321;1654599626;16004: 5634-5964 : 29.97003;;;;;105;1654599426;BROWSING;RESET;;
vbs22-kis-v11;1654599754;1654600059;5398: 4780-5125 : 29.97003;10000;9663;;201;14;1654599768;TEXT;JointEmbedding;CLIP: exteriors;
vbs22-kis-v11;1654599754;1654600059;5398: 4780-5125 : 29.97003;10000;442;;27;27;1654599781;TEXT;JointEmbedding;Temporal CLIP: exteriors >  clock;
vbs22-kis-v11;1654599754;1654600059;5398: 4780-5125 : 29.97003;;;;;40;1654599794;BROWSING;DetailWindowOpen;5398:4795;
vbs22-kis-v11;1654599754;1654600059;5398: 4780-5125 : 29.97003;;;;;41;1654599795;BROWSING;DetailWindowClose;5398:4795;
vbs22-kis-v11;1654599754;1654600059;5398: 4780-5125 : 29.97003;;;;;41;1654599795;SUBMIT;;?item=05398&frame=4795&session=node0rcik3863lmmay3avpmegiksr145;{"submission":"CORRECT" "description":"Submission correct!" "status":true}
vbs22-kis-v12;1654600524;1654600829;13778: 7672-7852 : 29.97003;10000;10;10;10;26;1654600550;TEXT;JointEmbedding;CLIP: ice on hand : pills;
vbs22-kis-v12;1654600524;1654600829;13778: 7672-7852 : 29.97003;;;;;29;1654600553;BROWSING;VideoDetailOpen;13778:7717;
vbs22-kis-v12;1654600524;1654600829;13778: 7672-7852 : 29.97003;;;;;41;1654600565;BROWSING;VideoDetailClose;13778:7717;1654600550
vbs22-kis-v13;1654600900;1654601205;9070: 8882-9300 : 25;10000;379;505;52;34;1654600934;TEXT;JointEmbedding;Temporal CLIP: dancer in gym > putting towel on the floor;
vbs22-kis-v13;1654600900;1654601205;9070: 8882-9300 : 25;10000;87;171;5;120;1654601020;TEXT;JointEmbedding;Temporal CLIP: dancer in sport hall > putting towel on the floor;
vbs22-kis-v13;1654600900;1654601205;9070: 8882-9300 : 25;;;;;231;1654601131;BROWSING;RESET;;
